Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Latitude,Longitude
00-70221938,John,Ortiz,Female,New York,Buffalo,High School,02/06/1975,03/04/2018,31/08/2023,Customer Service,Customer Support Specialist,81967.89,Good,42.8864,-78.8784
00-58659644,William,Campbell,Male,New York,New York City,High School,26/07/2002,09/05/2022,,Marketing,SEO Specialist,85931.05,Needs Improvement,40.7128,-74.006
00-14014420,Kim,Wood,Female,Texas,Houston,PhD,04/12/1995,23/11/2021,20/01/2024,IT,Software Engineer,61753.14,Satisfactory,29.7604,-95.3698
00-58112773,Kyle,Mcdaniel,Male,North Carolina,Raleigh,PhD,03/08/1979,16/09/2017,,Finance,Financial Analyst,42595.08,Excellent,35.7796,-78.6382
00-79957979,Katherine,Edwards,Female,Texas,Austin,Master,26/10/1986,13/09/2017,,Customer Service,Customer Support Specialist,69771.45,Excellent,30.2672,-97.7431
00-43454979,Amber,Miller,Male,New York,Buffalo,PhD,15/10/1994,21/01/2021,30/01/2023,Marketing,SEO Specialist,96650.68,Needs Improvement,42.8864,-78.8784
00-18049074,Cody,Williams,Male,North Carolina,Greensboro,Master,01/01/1972,04/12/2020,05/01/2024,Marketing,Marketing Coordinator,67273.1,Needs Improvement,36.0726,-79.792
00-18395012,Jay,Hill,Male,North Carolina,Charlotte,Bachelor,08/11/1978,08/01/2024,15/02/2021,Finance,Accounts Payable Specialist,109822.16,Excellent,35.2271,-80.8431
00-99931548,Karen,Paul,Female,California,San Diego,PhD,27/02/1989,05/04/2020,02/09/2021,Finance,Financial Analyst,67165.96,Satisfactory,32.7157,-117.1611
00-21022486,Megan,White,Female,North Carolina,Raleigh,Master,05/03/1992,04/09/2023,22/02/2025,IT,System Administrator,119742.76,Excellent,35.7796,-78.6382
00-93462071,Ruben,Bradley,Male,California,San Diego,Bachelor,12/03/1991,16/05/2016,02/02/2021,Customer Service,Customer Support Specialist,80069.01,Excellent,32.7157,-117.1611
00-29418072,Nathan,Smith,Male,Texas,Houston,Bachelor,10/06/1970,09/04/2020,04/02/2025,Marketing,Marketing Coordinator,42288.43,Needs Improvement,29.7604,-95.3698
00-49979396,Jessica,Duran,Female,Texas,Austin,Bachelor,12/11/1971,08/11/2023,14/05/2021,Customer Service,Customer Support Specialist,113190.66,Satisfactory,30.2672,-97.7431
00-48262114,Holly,Campos,Male,California,Los Angeles,PhD,28/11/1983,05/01/2021,01/11/2023,Operations,Logistics Coordinator,83753.25,Good,34.0522,-118.2437
00-21085389,Heather,Jones,Male,North Carolina,Raleigh,High School,25/01/1985,07/04/2025,20/09/2020,Operations,Logistics Coordinator,52215.58,Satisfactory,35.7796,-78.6382
00-93502857,Shannon,White,Female,North Carolina,Greensboro,High School,10/05/1966,06/01/2017,27/07/2025,IT,System Administrator,55366.12,Satisfactory,36.0726,-79.792
00-39188245,Isabella,Smith,Male,North Carolina,Charlotte,Master,20/08/1988,11/07/2025,26/02/2025,Marketing,Content Strategist,42913.55,Satisfactory,35.2271,-80.8431
00-47979274,Connie,Davis,Female,Texas,Houston,PhD,21/06/1975,20/07/2020,09/07/2024,Operations,Operations Analyst,82626.13,Excellent,29.7604,-95.3698
00-20793434,Sarah,Love,Male,Texas,Austin,High School,01/04/1982,07/03/2017,,Finance,Accounts Payable Specialist,84731.03,Excellent,30.2672,-97.7431
00-36200694,Jeremy,Bennett,Male,North Carolina,Greensboro,Master,02/12/1987,21/01/2020,19/06/2021,Finance,Financial Analyst,76468.86,Needs Improvement,36.0726,-79.792
00-33790396,Jessica,Rodriguez,Male,California,San Diego,PhD,22/05/1979,27/01/2022,11/04/2025,Operations,Logistics Coordinator,118585.3,Good,32.7157,-117.1611
00-33414906,Kevin,Ibarra,Female,North Carolina,Greensboro,High School,07/07/1968,14/02/2024,28/10/2021,Finance,Financial Analyst,86334.24,Excellent,36.0726,-79.792
00-46818996,Cassandra,Lozano,Male,Texas,Dallas,Bachelor,16/06/1992,25/11/2019,22/10/2021,IT,Software Engineer,80671.09,Good,32.7767,-96.797
00-15662797,Bianca,Meyers,Female,Texas,Austin,Master,28/11/2000,07/09/2023,07/04/2021,Customer Service,Help Desk Technician,41503.12,Excellent,30.2672,-97.7431
00-10548165,Erica,Hancock,Female,New York,New York City,Bachelor,16/11/1973,04/02/2019,13/08/2023,Finance,Financial Analyst,54366.26,Satisfactory,40.7128,-74.006
00-20397342,Michelle,Palmer,Male,California,San Francisco,Bachelor,07/02/1992,09/05/2019,,Customer Service,Customer Support Specialist,64230.69,Satisfactory,37.7749,-122.4194
00-88586819,Daniel,Sparks,Female,New York,Buffalo,Bachelor,13/05/1996,05/12/2019,24/07/2022,Marketing,Marketing Coordinator,94448.08,Excellent,42.8864,-78.8784
00-20213527,Stephanie,Hughes,Male,Texas,Dallas,High School,30/10/1984,26/10/2021,08/08/2021,Finance,Financial Analyst,66454.47,Excellent,32.7767,-96.797
00-54044433,Robert,Hoffman,Female,New York,Rochester,Master,24/04/1981,21/06/2021,02/11/2022,Customer Service,Customer Support Specialist,100838.52,Satisfactory,43.1566,-77.6088
00-98235529,Matthew,Pierce,Female,North Carolina,Raleigh,Master,07/02/1969,13/11/2024,19/02/2024,Marketing,Content Strategist,114773.08,Good,35.7796,-78.6382
00-10614065,Robert,Smith,Female,California,Los Angeles,PhD,06/09/1980,12/04/2017,21/12/2021,Marketing,SEO Specialist,46928.56,Good,34.0522,-118.2437
00-98070448,Chelsea,Hill,Female,California,San Francisco,High School,08/03/1974,02/11/2018,22/03/2025,Operations,Inventory Specialist,90190.1,Satisfactory,37.7749,-122.4194
00-27109412,Justin,Lopez,Male,North Carolina,Raleigh,PhD,22/12/2000,31/10/2016,,Customer Service,Help Desk Technician,78212.26,Needs Improvement,35.7796,-78.6382
00-70106329,Cheryl,Hebert,Female,New York,Rochester,PhD,12/08/1965,26/10/2019,,HR,HR Specialist,116048.57,Good,43.1566,-77.6088
00-22212565,John,Castillo,Female,North Carolina,Charlotte,PhD,10/01/1988,27/05/2016,12/09/2023,Customer Service,Customer Support Specialist,57376.38,Needs Improvement,35.2271,-80.8431
00-24131744,Roger,Adams,Female,New York,Buffalo,PhD,27/06/1979,25/08/2017,,Operations,Logistics Coordinator,108919.54,Good,42.8864,-78.8784
00-27758364,Kathleen,Chavez,Male,California,San Diego,PhD,16/02/1992,30/01/2022,,Finance,Accounts Payable Specialist,55441.4,Good,32.7157,-117.1611
00-10465516,Gary,Hicks,Female,North Carolina,Raleigh,Bachelor,27/05/1981,17/03/2024,14/08/2021,Operations,Inventory Specialist,80961.84,Satisfactory,35.7796,-78.6382
00-34187818,Walter,Gallagher,Female,California,San Francisco,Master,01/07/1981,27/06/2020,,Customer Service,Customer Support Specialist,106197.31,Excellent,37.7749,-122.4194
00-86261724,Megan,Wall,Female,North Carolina,Charlotte,Bachelor,30/01/1996,01/06/2019,08/07/2022,Customer Service,Help Desk Technician,66463.54,Satisfactory,35.2271,-80.8431
00-73773620,Scott,Sawyer,Female,Texas,Houston,Master,21/04/1973,02/03/2019,,IT,Software Engineer,103234.97,Excellent,29.7604,-95.3698
00-65434348,Laurie,Robbins,Male,Texas,Austin,PhD,22/08/1980,09/05/2020,24/01/2025,Customer Service,Customer Support Specialist,49453.49,Excellent,30.2672,-97.7431
00-56648090,Jason,Russell,Female,California,San Diego,PhD,21/07/1994,21/05/2023,15/04/2023,Marketing,SEO Specialist,105766.39,Excellent,32.7157,-117.1611
00-68147424,Samantha,Lester,Male,California,San Diego,Master,08/08/1980,27/03/2022,,IT,System Administrator,113592.33,Good,32.7157,-117.1611
00-15742928,Eric,Schwartz,Male,California,San Francisco,Master,25/06/1988,26/06/2020,,Customer Service,Customer Support Specialist,68535.12,Satisfactory,37.7749,-122.4194
00-51576739,Kristen,Casey,Female,California,Los Angeles,High School,20/11/1971,06/01/2019,,Marketing,Marketing Coordinator,104576.46,Excellent,34.0522,-118.2437
00-83780346,Victor,Lopez,Female,New York,Rochester,PhD,13/09/1965,07/11/2019,20/05/2024,IT,Software Engineer,75859.26,Satisfactory,43.1566,-77.6088
00-22243797,Robert,Clark,Male,North Carolina,Greensboro,PhD,14/08/2001,10/03/2016,,HR,Recruiter,84479.19,Excellent,36.0726,-79.792
00-25678559,Peter,Taylor,Female,California,Los Angeles,Bachelor,01/09/1972,23/04/2018,23/08/2020,Operations,Inventory Specialist,43091.5,Needs Improvement,34.0522,-118.2437
00-85842070,Judy,Foster,Male,New York,Buffalo,PhD,12/03/1995,20/03/2017,12/11/2022,IT,System Administrator,44840.27,Needs Improvement,42.8864,-78.8784
00-21204308,Raymond,Bowen,Male,New York,Buffalo,Master,02/06/2001,20/02/2019,15/10/2021,Finance,Accountant,62291.47,Needs Improvement,42.8864,-78.8784
00-37756243,Chelsea,French,Female,California,Los Angeles,Master,27/02/1981,28/04/2022,08/01/2024,Marketing,SEO Specialist,93512.25,Excellent,34.0522,-118.2437
00-43337002,Brenda,Martin,Male,California,Los Angeles,PhD,20/12/1968,02/09/2021,02/04/2022,Marketing,Marketing Coordinator,62544.69,Good,34.0522,-118.2437
00-19142365,Cynthia,Suarez,Male,North Carolina,Charlotte,High School,27/11/1966,22/11/2017,31/01/2021,HR,Training Coordinator,68867.77,Excellent,35.2271,-80.8431
00-21976939,Christian,Maldonado,Male,New York,Buffalo,Bachelor,02/09/2000,12/09/2020,21/05/2024,HR,HR Specialist,58142.45,Good,42.8864,-78.8784
00-68673035,Frederick,Hunt,Female,Texas,Austin,PhD,19/01/2003,21/04/2024,04/01/2025,IT,Network Analyst,89955.8,Good,30.2672,-97.7431
00-80045370,Amber,Harrell,Male,Texas,Houston,High School,30/07/1987,26/07/2019,05/12/2021,Marketing,Marketing Coordinator,45860.79,Satisfactory,29.7604,-95.3698
00-77763628,Daniel,Whitaker,Female,North Carolina,Raleigh,PhD,17/04/1975,24/03/2019,27/02/2022,Marketing,SEO Specialist,75227.8,Excellent,35.7796,-78.6382
00-81476419,Betty,White,Female,North Carolina,Greensboro,PhD,10/03/2000,04/06/2023,04/12/2021,HR,HR Specialist,44520.2,Excellent,36.0726,-79.792
00-61333805,Erica,Kim,Female,California,Los Angeles,Master,22/04/2000,14/10/2019,22/11/2024,Finance,Financial Analyst,79422.07,Excellent,34.0522,-118.2437
00-77601482,Mary,Hawkins,Female,North Carolina,Greensboro,Bachelor,27/02/1985,09/04/2019,09/11/2023,Marketing,SEO Specialist,77371.27,Satisfactory,36.0726,-79.792
00-48666059,Derrick,Spencer,Female,New York,Rochester,Master,23/06/1999,09/03/2019,20/08/2023,IT,Software Engineer,48913.05,Good,43.1566,-77.6088
00-13045137,Michelle,Roberts,Male,California,Los Angeles,High School,23/07/1977,02/05/2022,,Finance,Accountant,44413.79,Excellent,34.0522,-118.2437
00-63730071,Jessica,Mitchell,Male,North Carolina,Raleigh,PhD,15/03/1987,26/05/2023,09/02/2022,IT,System Administrator,100403.86,Needs Improvement,35.7796,-78.6382
00-24414302,Christopher,Hammond,Male,North Carolina,Greensboro,Bachelor,27/08/1976,21/09/2018,,Marketing,Marketing Coordinator,50423.89,Good,36.0726,-79.792
00-66967849,Melinda,Powers,Female,Texas,Austin,PhD,17/03/1966,06/08/2025,12/12/2024,Finance,Financial Analyst,115304.96,Needs Improvement,30.2672,-97.7431
00-43379514,Andrew,Smith,Male,New York,Buffalo,Bachelor,04/02/1991,09/05/2023,17/02/2021,Finance,Accounts Payable Specialist,81446.03,Needs Improvement,42.8864,-78.8784
00-32756135,John,Davidson,Male,Texas,Dallas,High School,17/11/1987,01/05/2021,16/04/2025,Customer Service,Help Desk Technician,85329.47,Good,32.7767,-96.797
00-59077027,Mary,Smith,Female,California,Los Angeles,PhD,27/11/1987,09/12/2020,21/08/2021,Operations,Logistics Coordinator,59147.89,Excellent,34.0522,-118.2437
00-74893570,Justin,Rios,Male,New York,New York City,High School,17/03/1967,04/01/2018,,IT,Software Engineer,77392.79,Needs Improvement,40.7128,-74.006
00-21217006,Jasmine,Galvan,Male,North Carolina,Charlotte,Master,25/07/1989,16/08/2021,,HR,Recruiter,112922.92,Needs Improvement,35.2271,-80.8431
00-71168215,Katherine,Barnes,Female,California,San Francisco,High School,19/06/1976,08/12/2021,14/08/2024,Customer Service,Help Desk Technician,71059.03,Excellent,37.7749,-122.4194
00-81668202,Christopher,Brewer,Female,Texas,Houston,PhD,13/06/1965,18/06/2017,03/06/2024,Marketing,Marketing Coordinator,49025.62,Satisfactory,29.7604,-95.3698
00-77426790,Jose,Clark,Female,California,San Diego,PhD,05/01/1976,28/01/2023,,Operations,Operations Analyst,94049.81,Excellent,32.7157,-117.1611
00-77488332,Christine,Cole,Female,California,San Diego,PhD,11/10/1985,11/03/2020,04/02/2025,HR,Training Coordinator,51582.67,Excellent,32.7157,-117.1611
00-99573988,Nathan,Ray,Male,Texas,Austin,Bachelor,16/03/1997,19/09/2024,13/08/2025,Customer Service,Help Desk Technician,117470.69,Good,30.2672,-97.7431
00-76696846,Alan,Barajas,Male,Texas,Houston,Master,09/02/1968,10/09/2017,12/05/2023,Finance,Accounts Payable Specialist,75173.09,Excellent,29.7604,-95.3698
00-39288934,Molly,Clark,Male,North Carolina,Charlotte,Bachelor,03/06/1975,09/07/2020,17/04/2021,HR,HR Specialist,118751.94,Excellent,35.2271,-80.8431
00-44998427,Anthony,Love,Male,North Carolina,Greensboro,PhD,30/05/1967,23/06/2019,,HR,Recruiter,53975.0,Needs Improvement,36.0726,-79.792
00-59651516,Stephen,Carr,Male,North Carolina,Greensboro,Bachelor,26/07/1965,09/03/2020,,HR,Recruiter,82887.61,Needs Improvement,36.0726,-79.792
00-38938607,Tammy,Walker,Male,Texas,Dallas,Master,24/12/1986,10/03/2020,,Finance,Accounts Payable Specialist,63981.93,Excellent,32.7767,-96.797
00-77625497,Jennifer,Hoffman,Female,California,San Francisco,PhD,01/03/1978,01/12/2019,,Operations,Logistics Coordinator,78990.02,Satisfactory,37.7749,-122.4194
00-98144370,Matthew,Hill,Female,California,San Diego,PhD,10/11/1998,17/11/2023,05/04/2022,Marketing,SEO Specialist,52738.24,Satisfactory,32.7157,-117.1611
00-74715719,Lisa,Hernandez,Female,Texas,Houston,Bachelor,25/11/1964,20/08/2019,19/09/2022,Operations,Logistics Coordinator,104962.06,Good,29.7604,-95.3698
00-60764481,Donna,Guzman,Male,Texas,Austin,High School,20/10/1975,05/12/2023,06/04/2023,Finance,Accountant,102564.72,Satisfactory,30.2672,-97.7431
00-56852947,Kathy,Mcclain,Female,New York,Buffalo,Master,24/06/1981,03/09/2022,26/05/2024,IT,Software Engineer,55846.71,Excellent,42.8864,-78.8784
00-13517239,William,Christian,Female,North Carolina,Raleigh,PhD,31/10/1983,18/12/2017,07/11/2023,Customer Service,Customer Support Specialist,66546.52,Needs Improvement,35.7796,-78.6382
00-50569927,Willie,Young,Female,New York,New York City,PhD,13/11/1983,17/09/2019,25/10/2024,Operations,Logistics Coordinator,109163.23,Needs Improvement,40.7128,-74.006
00-86211536,Ariana,Tucker,Female,California,San Diego,High School,21/04/1971,28/04/2022,,Marketing,Content Strategist,86484.41,Needs Improvement,32.7157,-117.1611
00-90779012,Kirsten,Dennis,Female,North Carolina,Charlotte,Master,13/01/2001,28/08/2020,09/02/2023,Operations,Logistics Coordinator,76063.41,Good,35.2271,-80.8431
00-57885809,Brandon,Jenkins,Male,California,San Diego,High School,20/08/1967,29/10/2024,12/09/2023,IT,System Administrator,85184.52,Satisfactory,32.7157,-117.1611
00-44597798,Kendra,Krause,Female,New York,Buffalo,PhD,22/03/2002,10/12/2021,05/12/2024,IT,Network Analyst,115608.45,Excellent,42.8864,-78.8784
00-96832601,Steven,Jacobs,Male,California,San Francisco,Master,30/05/1979,24/06/2017,,Operations,Logistics Coordinator,84846.6,Excellent,37.7749,-122.4194
00-23014655,Joshua,Anderson,Female,New York,Rochester,Master,09/01/1995,04/03/2024,,Customer Service,Help Desk Technician,118716.91,Needs Improvement,43.1566,-77.6088
00-29556798,John,Walton,Female,Texas,Houston,High School,08/10/1968,03/06/2022,21/03/2022,IT,Network Analyst,88731.89,Good,29.7604,-95.3698
00-14929514,Marissa,West,Female,Texas,Houston,PhD,28/05/2001,19/09/2016,11/05/2023,Finance,Accountant,95190.18,Satisfactory,29.7604,-95.3698
00-45607296,Kevin,Dalton,Male,California,San Francisco,PhD,18/06/2002,01/06/2019,,Customer Service,Customer Support Specialist,93028.27,Satisfactory,37.7749,-122.4194
00-63863309,Aaron,Peterson,Female,Texas,Austin,Bachelor,24/06/1974,24/07/2023,24/07/2022,Customer Service,Help Desk Technician,85892.18,Satisfactory,30.2672,-97.7431
00-84245607,Brittany,Evans,Male,Texas,Houston,High School,13/10/1977,19/06/2018,,IT,System Administrator,56522.19,Excellent,29.7604,-95.3698
00-15718396,Susan,Burnett,Male,New York,New York City,Bachelor,04/08/1975,09/07/2025,14/05/2025,HR,Training Coordinator,87549.53,Needs Improvement,40.7128,-74.006
00-22728321,Curtis,Curry,Male,Texas,Austin,High School,23/07/1982,19/02/2016,,Finance,Accounts Payable Specialist,106836.39,Good,30.2672,-97.7431
00-54767037,Curtis,Smith,Male,New York,New York City,Master,29/09/2002,23/12/2017,03/08/2022,Marketing,SEO Specialist,89150.86,Excellent,40.7128,-74.006
00-54124713,Sharon,Yates,Male,California,Los Angeles,High School,11/03/1970,01/04/2018,18/04/2024,Operations,Logistics Coordinator,80860.0,Satisfactory,34.0522,-118.2437
00-49775121,Lisa,Walker,Female,North Carolina,Greensboro,High School,25/01/1995,11/04/2018,,Finance,Financial Analyst,73040.82,Needs Improvement,36.0726,-79.792
00-90239061,Cheryl,West,Female,California,San Diego,PhD,11/02/1969,19/05/2022,03/06/2021,IT,Software Engineer,96724.93,Excellent,32.7157,-117.1611
00-63841009,Kylie,Merritt,Female,Texas,Houston,Bachelor,24/03/1987,02/02/2020,18/03/2022,Customer Service,Customer Support Specialist,119763.93,Good,29.7604,-95.3698
00-83027891,Casey,Morgan,Female,Texas,Dallas,High School,04/03/1971,25/12/2024,09/11/2023,Customer Service,Customer Support Specialist,101967.41,Good,32.7767,-96.797
00-50210604,John,Berg,Female,New York,New York City,PhD,10/12/1977,03/12/2015,24/08/2021,IT,Network Analyst,76634.77,Needs Improvement,40.7128,-74.006
00-97180944,Jennifer,Schultz,Male,North Carolina,Raleigh,High School,19/07/1979,04/06/2024,22/01/2023,Marketing,Content Strategist,114614.19,Needs Improvement,35.7796,-78.6382
00-12072279,Michelle,Jensen,Female,New York,Buffalo,Bachelor,21/08/1979,30/05/2017,,Operations,Operations Analyst,61805.13,Excellent,42.8864,-78.8784
00-36465526,John,Mueller,Female,Texas,Austin,PhD,02/02/1969,06/08/2017,17/02/2025,IT,Network Analyst,79409.54,Satisfactory,30.2672,-97.7431
00-68911488,Valerie,Harvey,Female,North Carolina,Raleigh,Bachelor,16/12/1964,14/03/2019,,Operations,Inventory Specialist,96009.19,Needs Improvement,35.7796,-78.6382
00-90986465,Clinton,Bailey,Female,California,San Francisco,Bachelor,17/03/1966,15/02/2021,24/09/2024,Marketing,Marketing Coordinator,77674.8,Needs Improvement,37.7749,-122.4194
00-46933675,Lori,Newman,Male,California,San Francisco,PhD,25/02/1985,22/01/2017,09/08/2023,Operations,Operations Analyst,100346.94,Needs Improvement,37.7749,-122.4194
00-24691682,Elizabeth,Carlson,Male,California,San Francisco,Master,24/01/1985,13/02/2022,,HR,Training Coordinator,42717.41,Excellent,37.7749,-122.4194
00-98660238,George,Hoffman,Female,North Carolina,Charlotte,Master,02/11/1982,23/10/2016,29/05/2023,Operations,Inventory Specialist,56793.94,Satisfactory,35.2271,-80.8431
00-24410536,Virginia,Dodson,Male,North Carolina,Greensboro,Bachelor,28/12/1986,25/04/2016,19/04/2023,Operations,Operations Analyst,67980.84,Excellent,36.0726,-79.792
00-98322312,Diana,Mccoy,Female,North Carolina,Raleigh,PhD,28/04/1978,29/06/2020,29/11/2022,Customer Service,Help Desk Technician,64173.48,Needs Improvement,35.7796,-78.6382
00-22857052,Jonathan,Hunter,Female,California,San Diego,High School,16/09/1967,16/09/2020,10/01/2024,HR,Recruiter,106873.94,Good,32.7157,-117.1611
00-48536398,Michael,Brown,Male,Texas,Houston,Master,13/10/1986,28/08/2015,,IT,System Administrator,81334.59,Needs Improvement,29.7604,-95.3698
00-22896229,Holly,Davis,Female,California,San Diego,PhD,28/03/1970,15/08/2021,,Finance,Financial Analyst,87657.68,Good,32.7157,-117.1611
00-74213522,Melissa,Booth,Female,North Carolina,Raleigh,Master,02/01/1984,01/08/2018,10/10/2022,Operations,Inventory Specialist,65412.17,Needs Improvement,35.7796,-78.6382
00-99316349,Antonio,Myers,Female,North Carolina,Greensboro,Bachelor,27/12/1991,18/01/2016,,IT,Network Analyst,111623.9,Good,36.0726,-79.792
00-47163232,Timothy,Blackwell,Male,North Carolina,Charlotte,High School,03/12/1980,15/09/2021,16/02/2025,Finance,Accounts Payable Specialist,52247.18,Excellent,35.2271,-80.8431
00-41983251,Samantha,Mora,Female,New York,Rochester,Master,14/03/1984,31/10/2023,,Marketing,Marketing Coordinator,60450.58,Good,43.1566,-77.6088
00-65827552,Kevin,Hernandez,Male,Texas,Houston,Master,02/11/1997,05/03/2020,14/03/2022,Finance,Accounts Payable Specialist,62699.65,Needs Improvement,29.7604,-95.3698
00-46292950,Steven,Miller,Female,New York,Rochester,PhD,21/01/1974,09/01/2017,24/08/2024,HR,Training Coordinator,87389.03,Satisfactory,43.1566,-77.6088
00-60265689,Travis,Contreras,Male,California,Los Angeles,High School,17/08/1966,08/09/2024,12/02/2024,Customer Service,Customer Support Specialist,101422.68,Needs Improvement,34.0522,-118.2437
00-77541940,Aaron,Johnson,Female,Texas,Houston,PhD,26/01/1983,12/11/2024,02/09/2020,HR,Training Coordinator,110128.45,Satisfactory,29.7604,-95.3698
00-42976033,Chelsea,Mills,Male,California,San Francisco,High School,16/02/2000,21/02/2020,,Operations,Inventory Specialist,48800.95,Excellent,37.7749,-122.4194
00-29038056,Samuel,Alexander,Female,Texas,Houston,High School,22/05/1966,05/01/2016,18/08/2024,Marketing,Content Strategist,103122.71,Excellent,29.7604,-95.3698
00-83169332,Timothy,Santos,Female,California,San Diego,Bachelor,21/11/1973,15/07/2025,11/04/2022,Marketing,Marketing Coordinator,78836.35,Satisfactory,32.7157,-117.1611
00-98938407,Shawn,Booker,Female,North Carolina,Raleigh,High School,20/02/1991,28/09/2024,01/07/2022,HR,Training Coordinator,80176.9,Excellent,35.7796,-78.6382
00-27566104,Kimberly,Gonzalez,Female,New York,New York City,PhD,07/12/1983,31/07/2024,04/08/2023,Customer Service,Help Desk Technician,71205.19,Good,40.7128,-74.006
00-62007962,Jennifer,Lozano,Male,California,San Diego,High School,24/06/1989,24/09/2015,16/03/2024,IT,System Administrator,80641.09,Satisfactory,32.7157,-117.1611
00-23886435,Jeffrey,Williams,Male,Texas,Dallas,Master,26/05/1995,04/03/2025,22/04/2023,Customer Service,Help Desk Technician,109674.16,Needs Improvement,32.7767,-96.797
00-72268715,April,Williams,Male,New York,Buffalo,High School,05/03/1991,31/07/2018,,Finance,Financial Analyst,88754.48,Excellent,42.8864,-78.8784
00-56366561,Misty,Walker,Female,New York,New York City,High School,06/04/2002,16/08/2017,16/03/2023,IT,Network Analyst,65339.23,Good,40.7128,-74.006
00-25170591,Jason,Hines,Female,California,San Francisco,Master,03/01/1981,27/08/2020,10/06/2022,Operations,Logistics Coordinator,51689.92,Good,37.7749,-122.4194
00-57289892,Yesenia,Rodriguez,Male,North Carolina,Raleigh,Master,31/07/1982,30/12/2019,,HR,Recruiter,91498.64,Satisfactory,35.7796,-78.6382
00-24568264,Steven,Luna,Male,New York,Rochester,High School,08/12/1998,29/08/2016,27/10/2023,Customer Service,Customer Support Specialist,70192.59,Good,43.1566,-77.6088
00-98168363,Jeremy,Phillips,Female,New York,New York City,High School,10/11/1987,16/01/2024,09/05/2024,Marketing,Marketing Coordinator,61394.06,Satisfactory,40.7128,-74.006
00-38817371,John,Branch,Male,New York,Rochester,PhD,15/12/1975,11/11/2024,,HR,Recruiter,44255.56,Good,43.1566,-77.6088
00-68557142,Stacy,Walker,Male,North Carolina,Greensboro,PhD,08/05/1966,15/05/2019,,Customer Service,Customer Support Specialist,42087.85,Good,36.0726,-79.792
00-37308313,Sabrina,Garcia,Male,New York,Buffalo,High School,02/05/1973,01/05/2017,29/01/2022,Customer Service,Customer Support Specialist,55677.76,Needs Improvement,42.8864,-78.8784
00-92555838,Eduardo,Russo,Female,New York,Buffalo,PhD,06/08/1989,13/10/2023,21/05/2024,Finance,Accounts Payable Specialist,41245.31,Good,42.8864,-78.8784
00-24672884,Terrance,Trujillo,Female,California,San Diego,PhD,19/09/1964,17/11/2018,31/10/2024,Marketing,Content Strategist,93249.11,Satisfactory,32.7157,-117.1611
00-77941299,Ronald,Dean,Male,California,San Diego,High School,24/12/1993,18/11/2017,11/12/2021,HR,Recruiter,70166.96,Excellent,32.7157,-117.1611
00-83241184,Michelle,Anderson,Male,New York,Buffalo,High School,10/01/1991,13/10/2021,18/10/2020,HR,Recruiter,66357.75,Good,42.8864,-78.8784
00-85310416,Crystal,Shah,Female,New York,Buffalo,Master,27/04/1974,11/11/2024,21/11/2020,Operations,Operations Analyst,42674.69,Good,42.8864,-78.8784
00-91032974,Ashley,Schultz,Female,North Carolina,Raleigh,High School,25/11/1978,16/01/2020,19/12/2021,HR,Recruiter,81332.79,Needs Improvement,35.7796,-78.6382
00-66151192,Aaron,Roberts,Female,Texas,Houston,Master,30/10/1992,15/10/2018,,Finance,Accountant,77595.57,Excellent,29.7604,-95.3698
00-66187242,Beth,Bush,Male,North Carolina,Raleigh,Bachelor,02/09/1982,09/03/2023,12/08/2025,Operations,Logistics Coordinator,46939.94,Good,35.7796,-78.6382
00-46355900,Rhonda,Francis,Female,California,San Francisco,High School,01/01/1971,12/08/2017,12/01/2025,HR,HR Specialist,68218.52,Excellent,37.7749,-122.4194
00-36986037,Jenna,Mathews,Male,North Carolina,Greensboro,Master,27/04/2001,05/10/2021,,Marketing,SEO Specialist,56926.96,Good,36.0726,-79.792
00-30835523,Evelyn,Chavez,Female,North Carolina,Raleigh,High School,17/05/1986,21/02/2021,,HR,HR Specialist,95245.18,Satisfactory,35.7796,-78.6382
00-68494010,Robert,Davidson,Female,New York,New York City,High School,24/12/1973,09/12/2024,,Customer Service,Customer Support Specialist,100595.64,Good,40.7128,-74.006
00-79360896,Ashley,Wells,Female,Texas,Houston,High School,15/04/1992,03/08/2021,10/11/2022,Customer Service,Help Desk Technician,73064.2,Needs Improvement,29.7604,-95.3698
00-70892518,Sheila,Trujillo,Male,California,San Diego,High School,28/08/1975,25/09/2019,07/04/2024,Customer Service,Customer Support Specialist,109440.75,Good,32.7157,-117.1611
00-95696328,Adam,White,Male,California,San Diego,Bachelor,18/06/1989,01/11/2024,,Finance,Accountant,105608.15,Excellent,32.7157,-117.1611
00-35899400,Brandon,Beard,Female,California,Los Angeles,Bachelor,25/05/1995,05/08/2020,17/03/2024,HR,HR Specialist,80140.98,Excellent,34.0522,-118.2437
00-27466887,Dale,Brown,Male,North Carolina,Charlotte,Master,22/06/1980,08/11/2018,23/07/2021,Marketing,Content Strategist,67837.24,Satisfactory,35.2271,-80.8431
00-30388669,Anne,Nash,Male,Texas,Dallas,Master,22/04/1986,06/09/2019,15/04/2021,Customer Service,Customer Support Specialist,79366.93,Excellent,32.7767,-96.797
00-22397303,Thomas,Bray,Female,Texas,Austin,Master,02/07/2000,06/04/2017,,Customer Service,Customer Support Specialist,61057.53,Satisfactory,30.2672,-97.7431
